Formula,LTAMKey,AtomicNumber,Element,Electrons,SlotNumber,SlotOrientation,AlphaType,SlotSpin,AtomicSymbol,AtomCount,AtomOrder,AtomLabel,AtomCountNumber
YGaCo,A3Y4A,39,yttrium,A,3,Y,4,A,Y,1,1,yttrium-1,1
HgIK,B15Y4R,80,mercury,B,15,Y,4,R,Hg,1,1,mercury-1,1
SrCrO3,V3Y4V,38,strontium,V,3,Y,4,V,Sr,1,1,strontium-1,1
YTiSi,B13Z1L,22,titanium,B,13,Z,1,L,Ti,1,2,titanium-1,1
InAgSe2,B15Y2R,47,silver,B,15,Y,1,R,Ag,1,2,silver-1,1
HfPbS3,B10Z3R,82,lead,B,10,Z,3,R,Pb,1,2,lead-1,1
HfIN,B10Z2R,53,iodine,B,10,Z,2,R,I,1,2,iodine-1,1
NbNiB2,T12Z1L,28,nickel,T,12,Z,2,L,Ni,1,2,nickel-1,1
YNiGe,A3Y2A,32,germanium,A,3,Y,2,A,Ge,1,3,germanium-1,1
AsNiS,T16Z1L,33,arsenic,T,16,Z,1,L,As,1,1,arsenic-1,1
HNiSe,T16Z1L,34,selenium,T,16,Z,1,L,Se,1,3,selenium-1,1
TaNiB2,B10Z1R,28,nickel,B,10,Z,2,R,Ni,1,2,nickel-1,1
YAsS,B17Z1R,33,arsenic,B,17,Z,1,R,As,1,2,arsenic-1,1
NaSrP,T9X1L,15,phosphorus,T,9,X,2,L,P,1,3,phosphorus-1,1
K2GeTe4,T14Y2L,52,tellurium,T,14,Y,2,L,Te,4,3,tellurium-1,1
K2GeTe4,T14Y2L,52,tellurium,T,14,Y,2,L,Te,4,3,tellurium-2,2
K2GeTe4,T14Y2L,52,tellurium,T,14,Y,2,L,Te,4,3,tellurium-3,3
K2GeTe4,T14Y2L,52,tellurium,T,14,Y,2,L,Te,4,3,tellurium-4,4
CsAlF4,T2Y1L,9,fluorine,T,2,Y,1,L,F,4,3,fluorine-1,1
CsAlF4,T2Y1L,9,fluorine,T,2,Y,1,L,F,4,3,fluorine-2,2
CsAlF4,T2Y1L,9,fluorine,T,2,Y,1,L,F,4,3,fluorine-3,3
CsAlF4,T2Y1L,9,fluorine,T,2,Y,1,L,F,4,3,fluorine-4,4
HfNiP,T11Z2R,28,nickel,T,11,Z,2,R,Ni,1,2,nickel-1,1
KMnSb,B17Z1R,51,antimony,B,17,Z,1,R,Sb,1,3,antimony-1,1
RbPO3,P1Z6P,8,oxygen,P,1,Z,2,P,O,3,3,oxygen-1,1
RbPO3,P1Z6P,8,oxygen,P,1,Z,2,P,O,3,3,oxygen-2,2
RbPO3,P1Z6P,8,oxygen,P,1,Z,2,P,O,3,3,oxygen-3,3
Sr2NiN2,A3Y2A,28,nickel,A,3,Y,2,A,Ni,1,2,nickel-1,1
YNiB4,T12Z1L,28,nickel,T,12,Z,2,L,Ni,1,2,nickel-1,1
MnGaNi2,B10Z1R,28,nickel,B,10,Z,2,R,Ni,2,3,nickel-1,1
MnGaNi2,B10Z1R,28,nickel,B,10,Z,2,R,Ni,2,3,nickel-2,2
K2PbO3,P1Z6P,8,oxygen,P,1,Z,2,P,O,3,3,oxygen-1,1
K2PbO3,P1Z6P,8,oxygen,P,1,Z,2,P,O,3,3,oxygen-2,2
K2PbO3,P1Z6P,8,oxygen,P,1,Z,2,P,O,3,3,oxygen-3,3
K2SiAs2,B13Z2L,33,arsenic,B,13,Z,2,L,As,2,3,arsenic-1,1
K2SiAs2,B13Z2L,33,arsenic,B,13,Z,2,L,As,2,3,arsenic-2,2
MnNbGe,B15Y2R,32,germanium,B,15,Y,2,R,Ge,1,3,germanium-1,1
TaNiAs,T11Z2R,73,tantalum,T,11,Z,2,R,Ta,1,1,tantalum-1,1
SrLiGe2,T14Y2L,32,germanium,T,14,Y,2,L,Ge,2,3,germanium-1,1
SrLiGe2,T14Y2L,32,germanium,T,14,Y,2,L,Ge,2,3,germanium-2,2
FeCuSe2,B13Z2L,34,selenium,B,13,Z,2,L,Se,2,3,selenium-1,1
FeCuSe2,B13Z2L,34,selenium,B,13,Z,2,L,Se,2,3,selenium-2,2
Li2TeS3,B10Z2R,52,tellurium,B,10,Z,2,R,Te,1,2,tellurium-1,1
TlAsPt5,T16Z1L,33,arsenic,T,16,Z,1,L,As,1,2,arsenic-1,1
LiAlAg2,C5Z2C,13,aluminium,C,5,Z,2,C,Al,1,2,aluminium-1,1
BrClSn,B15Y2R,35,bromine,B,15,Y,2,R,Br,1,1,bromine-1,1
YAgTe2,T14Y1L,47,silver,T,14,Y,2,L,Ag,1,2,silver-1,1
Hg2AsCl2,T12Z2L,33,arsenic,T,12,Z,2,L,As,1,2,arsenic-1,1
Cs2PtF6,B13Z3L,78,platinum,B,13,Z,3,L,Pt,1,2,platinum-1,1
AgNbO3,V2Y4V,41,niobium,V,2,Y,4,V,Nb,1,2,niobium-1,1
YSiPt,V2Y2V,14,silicon,V,2,Y,2,V,Si,1,2,silicon-1,1
RbCdF3,B7Y4R,37,rubidium,B,7,Y,4,R,Rb,1,1,rubidium-1,1
NbFeAs,B15Y1R,41,niobium,B,15,Y,1,R,Nb,1,1,niobium-1,1
YBPt2,V2Y6V,78,platinum,V,2,Y,6,V,Pt,2,3,platinum-1,1
YBPt2,V2Y6V,78,platinum,V,2,Y,6,V,Pt,2,3,platinum-2,2
TaSbO4,T14Y3L,73,tantalum,T,14,Y,3,L,Ta,1,1,tantalum-1,1
MnAsRu,B13Z1L,25,manganese,B,13,Z,1,L,Mn,1,1,manganese-1,1
ScCuSn,T11Z2R,50,tin,T,11,Z,2,R,Sn,1,3,tin-1,1
Hf2InCu2,T16Z1L,72,hafnium,T,16,Z,1,L,Hf,2,1,hafnium-1,1
Hf2InCu2,T16Z1L,72,hafnium,T,16,Z,1,L,Hf,2,1,hafnium-2,2
SrAgP,T9X1L,15,phosphorus,T,9,X,2,L,P,1,3,phosphorus-1,1
Zr2NiP2,B8X1R,15,phosphorus,B,8,X,2,R,P,2,3,phosphorus-1,1
Zr2NiP2,B8X1R,15,phosphorus,B,8,X,2,R,P,2,3,phosphorus-2,2
VNiP,B7Y1R,15,phosphorus,B,7,Y,2,R,P,1,3,phosphorus-1,1
SNCl,B15Y1R,17,chlorine,B,15,Y,1,R,Cl,1,3,chlorine-1,1
Rb2PdI6,B13Z2L,53,iodine,B,13,Z,2,L,I,6,3,iodine-1,1
Rb2PdI6,B13Z2L,53,iodine,B,13,Z,2,L,I,6,3,iodine-2,2
Rb2PdI6,B13Z2L,53,iodine,B,13,Z,2,L,I,6,3,iodine-3,3
Rb2PdI6,B13Z2L,53,iodine,B,13,Z,2,L,I,6,3,iodine-4,4
Rb2PdI6,B13Z2L,53,iodine,B,13,Z,2,L,I,6,3,iodine-5,5
Rb2PdI6,B13Z2L,53,iodine,B,13,Z,2,L,I,6,3,iodine-6,6
YSeO3F,B3Y1R,8,oxygen,B,3,Y,1,R,O,3,3,oxygen-1,1
YSeO3F,B3Y1R,8,oxygen,B,3,Y,1,R,O,3,3,oxygen-2,2
YSeO3F,B3Y1R,8,oxygen,B,3,Y,1,R,O,3,3,oxygen-3,3
AlAsO4,B7Y1R,13,aluminium,B,7,Y,1,R,Al,1,1,aluminium-1,1
PAuCl4,B17Z2R,79,gold,B,17,Z,2,R,Au,1,2,gold-1,1
LiVO2,A2Y2A,23,vanadium,A,2,Y,2,A,V,1,2,vanadium-1,1
Sn2OF2,B15Y1R,50,tin,B,15,Y,2,R,Sn,2,1,tin-1,1
Sn2OF2,B15Y1R,50,tin,B,15,Y,2,R,Sn,2,1,tin-2,2
TiCoP,E5Z2E,22,titanium,E,5,Z,2,E,Ti,1,1,titanium-1,1
BaPAu,B15Y4R,79,gold,B,15,Y,4,R,Au,1,3,gold-1,1
MnAlPd2,B10Z1R,46,palladium,B,10,Z,1,R,Pd,2,3,palladium-1,1
MnAlPd2,B10Z1R,46,palladium,B,10,Z,1,R,Pd,2,3,palladium-2,2
NbOBr2,B7Y4R,41,niobium,B,7,Y,4,R,Nb,1,1,niobium-1,1
Cs2CaF4,B7Y6R,55,caesium,B,7,Y,6,R,Cs,2,1,caesium-1,1
Cs2CaF4,B7Y6R,55,caesium,B,7,Y,6,R,Cs,2,1,caesium-2,2
VCdO3,B3Y1R,8,oxygen,B,3,Y,1,R,O,3,3,oxygen-1,1
VCdO3,B3Y1R,8,oxygen,B,3,Y,1,R,O,3,3,oxygen-2,2
VCdO3,B3Y1R,8,oxygen,B,3,Y,1,R,O,3,3,oxygen-3,3
KCrF3,B7Y2R,19,potassium,B,7,Y,2,R,K,1,1,potassium-1,1
InPPd5,B8X1R,15,phosphorus,B,8,X,2,R,P,1,2,phosphorus-1,1
BaHCl,B1Z1R,1,hydrogen,B,1,Z,1,R,H,1,2,hydrogen-1,1
HAuO2,A2Y6A,79,gold,A,2,Y,6,A,Au,1,2,gold-1,1
Ba2TaN3,A2Y6A,73,tantalum,A,2,Y,6,A,Ta,1,2,tantalum-1,1
BaGeO3,T14Y2L,32,germanium,T,14,Y,2,L,Ge,1,2,germanium-1,1
LiAlS2,P1Z2P,13,aluminium,P,1,Z,2,P,Al,1,2,aluminium-1,1
FGaO,V3Y2V,31,gallium,V,3,Y,2,V,Ga,1,2,gallium-1,1
Ta2CuO6,A2Y2A,29,copper,A,2,Y,2,A,Cu,1,2,copper-1,1
PbBrF,T11Z2R,35,bromine,T,11,Z,2,R,Br,1,2,bromine-1,1
BaWO4,B17Z1R,74,tungsten,B,17,Z,1,R,W,1,2,tungsten-1,1
LiSbF6,V2Y4V,51,antimony,V,2,Y,4,V,Sb,1,2,antimony-1,1
CdPbS,V2Y6V,82,lead,V,2,Y,6,V,Pb,1,2,lead-1,1
TmYO3,B3Y1R,8,oxygen,B,3,Y,1,R,O,3,3,oxygen-1,1
TmYO3,B3Y1R,8,oxygen,B,3,Y,1,R,O,3,3,oxygen-2,2
TmYO3,B3Y1R,8,oxygen,B,3,Y,1,R,O,3,3,oxygen-3,3
BiRhS,T14Y5L,83,bismuth,T,14,Y,5,L,Bi,1,1,bismuth-1,1
KCuO2,T2Y1L,8,oxygen,T,2,Y,1,L,O,2,3,oxygen-1,1
KCuO2,T2Y1L,8,oxygen,T,2,Y,1,L,O,2,3,oxygen-2,2
CuBiS2,T12Z3L,83,bismuth,T,12,Z,3,L,Bi,1,2,bismuth-1,1
MgGeN2,B15Y1R,12,magnesium,B,15,Y,1,R,Mg,1,1,magnesium-1,1
TaFeGe,A2Y6A,73,tantalum,A,2,Y,6,A,Ta,1,1,tantalum-1,1
Rb3NiO2,B8X4R,37,rubidium,B,8,X,4,R,Rb,3,1,rubidium-1,1
Rb3NiO2,B8X4R,37,rubidium,B,8,X,4,R,Rb,3,1,rubidium-2,2
Rb3NiO2,B8X4R,37,rubidium,B,8,X,4,R,Rb,3,1,rubidium-3,3
TePbO3,T14Y5L,82,lead,T,14,Y,5,L,Pb,1,2,lead-1,1
Sc2CdSe4,T14Y2L,48,cadmium,T,14,Y,2,L,Cd,1,2,cadmium-1,1
H2BiPb,T14Y5L,83,bismuth,T,14,Y,5,L,Bi,1,2,bismuth-1,1
SbIrS,B15Y3R,77,iridium,B,15,Y,3,R,Ir,1,2,iridium-1,1
GeOW,T2Y1L,8,oxygen,T,2,Y,1,L,O,1,2,oxygen-1,1
Bi2SeO5,B17Z1R,34,selenium,B,17,Z,1,R,Se,1,2,selenium-1,1
GePtS,T16Z2L,78,platinum,T,16,Z,2,L,Pt,1,2,platinum-1,1
Ba2ZnBi2,B15Y1R,30,zinc,B,15,Y,2,R,Zn,1,2,zinc-1,1
CuSeO4,T12Z2L,34,selenium,T,12,Z,2,L,Se,1,2,selenium-1,1
Cr2CdSe4,B13Z2L,48,cadmium,B,13,Z,2,L,Cd,1,2,cadmium-1,1
VAuS2,B10Z1R,23,vanadium,B,10,Z,1,R,V,1,1,vanadium-1,1
F3FeO3,T12Z1L,26,iron,T,12,Z,1,L,Fe,1,2,iron-1,1
YMnO3,B15Y1R,25,manganese,B,15,Y,1,R,Mn,1,2,manganese-1,1
FPS,B7Y2R,16,sulfur,B,7,Y,2,R,S,1,3,sulfur-1,1
TiGePt,T16Z2L,78,platinum,T,16,Z,2,L,Pt,1,3,platinum-1,1
GaGeTe,A2Y4A,52,tellurium,A,2,Y,4,A,Te,1,3,tellurium-1,1
Y2MgSe4,B13Z2L,34,selenium,B,13,Z,2,L,Se,4,3,selenium-1,1
Y2MgSe4,B13Z2L,34,selenium,B,13,Z,2,L,Se,4,3,selenium-2,2
Y2MgSe4,B13Z2L,34,selenium,B,13,Z,2,L,Se,4,3,selenium-3,3
Y2MgSe4,B13Z2L,34,selenium,B,13,Z,2,L,Se,4,3,selenium-4,4
K2ZrF6,T6Y4L,40,zirconium,T,6,Y,4,L,Zr,1,2,zirconium-1,1
CsCdCl3,V3Y4V,48,cadmium,V,3,Y,4,V,Cd,1,2,cadmium-1,1
Al2CdSe4,B15Y2R,34,selenium,B,15,Y,2,R,Se,4,3,selenium-1,1
Al2CdSe4,B15Y2R,34,selenium,B,15,Y,2,R,Se,4,3,selenium-2,2
Al2CdSe4,B15Y2R,34,selenium,B,15,Y,2,R,Se,4,3,selenium-3,3
Al2CdSe4,B15Y2R,34,selenium,B,15,Y,2,R,Se,4,3,selenium-4,4
MgSeO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,3,oxygen-1,1
MgSeO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,3,oxygen-2,2
MgSeO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,3,oxygen-3,3
H4CdO5S,T11Z2R,48,cadmium,T,11,Z,2,R,Cd,1,2,cadmium-1,1
SiTePt,T11Z2R,52,tellurium,T,11,Z,2,R,Te,1,2,tellurium-1,1
ScSiPd,T14Y1L,21,scandium,T,14,Y,1,L,Sc,1,1,scandium-1,1
Tl2TeCl6,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,6,3,chlorine-1,1
Tl2TeCl6,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,6,3,chlorine-2,2
Tl2TeCl6,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,6,3,chlorine-3,3
Tl2TeCl6,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,6,3,chlorine-4,4
Tl2TeCl6,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,6,3,chlorine-5,5
Tl2TeCl6,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,6,3,chlorine-6,6
Na2SrSn4,T9X4L,38,strontium,T,9,X,4,L,Sr,1,2,strontium-1,1
HfFeSi,B7Y2R,14,silicon,B,7,Y,2,R,Si,1,3,silicon-1,1
InAgSe2,T14Y1L,47,silver,T,14,Y,2,L,Ag,1,2,silver-1,1
CaCrO3,A3Y2A,24,chromium,A,3,Y,2,A,Cr,1,2,chromium-1,1
H4CdO5S,P1Z6P,8,oxygen,P,1,Z,2,P,O,5,3,oxygen-1,1
H4CdO5S,P1Z6P,8,oxygen,P,1,Z,2,P,O,5,3,oxygen-2,2
H4CdO5S,P1Z6P,8,oxygen,P,1,Z,2,P,O,5,3,oxygen-3,3
H4CdO5S,P1Z6P,8,oxygen,P,1,Z,2,P,O,5,3,oxygen-4,4
H4CdO5S,P1Z6P,8,oxygen,P,1,Z,2,P,O,5,3,oxygen-5,5
Zr2CoSi2,B7Y2R,14,silicon,B,7,Y,2,R,Si,2,3,silicon-1,1
Zr2CoSi2,B7Y2R,14,silicon,B,7,Y,2,R,Si,2,3,silicon-2,2
Pt2TlS3,V2Y2V,16,sulfur,V,2,Y,2,V,S,3,3,sulfur-1,1
Pt2TlS3,V2Y2V,16,sulfur,V,2,Y,2,V,S,3,3,sulfur-2,2
Pt2TlS3,V2Y2V,16,sulfur,V,2,Y,2,V,S,3,3,sulfur-3,3
K2RuCl6,B7Y2R,19,potassium,B,7,Y,2,R,K,2,1,potassium-1,1
K2RuCl6,B7Y2R,19,potassium,B,7,Y,2,R,K,2,1,potassium-2,2
H6CuGeSe,A2Y2A,29,copper,A,2,Y,2,A,Cu,1,2,copper-1,1
NiPS,A3Y2A,16,sulfur,A,3,Y,2,A,S,1,3,sulfur-1,1
GaAgS2,T16Z1L,31,gallium,T,16,Z,1,L,Ga,1,1,gallium-1,1
Ba2MnTe3,T12Z1L,25,manganese,T,12,Z,1,L,Mn,1,2,manganese-1,1
LiInI4,B15Y2R,49,indium,B,15,Y,2,R,In,1,2,indium-1,1
SrGaSn,B10Z2R,50,tin,B,10,Z,2,R,Sn,1,3,tin-1,1
RbAuBr3,B13Z3L,79,gold,B,13,Z,3,L,Au,1,2,gold-1,1
TaNO,T2Y1L,8,oxygen,T,2,Y,1,L,O,1,3,oxygen-1,1
SrCaSn,V3Y4V,50,tin,V,3,Y,4,V,Sn,1,3,tin-1,1
TaFeSi,T6Y2L,14,silicon,T,6,Y,2,L,Si,1,3,silicon-1,1
LiAlS2,C5Z2C,13,aluminium,C,5,Z,2,C,Al,1,2,aluminium-1,1
AsClF8,A3Y2A,9,fluorine,A,3,Y,1,A,F,8,3,fluorine-1,1
AsClF8,A3Y2A,9,fluorine,A,3,Y,1,A,F,8,3,fluorine-2,2
AsClF8,A3Y2A,9,fluorine,A,3,Y,1,A,F,8,3,fluorine-3,3
AsClF8,A3Y2A,9,fluorine,A,3,Y,1,A,F,8,3,fluorine-4,4
AsClF8,A3Y2A,9,fluorine,A,3,Y,1,A,F,8,3,fluorine-5,5
AsClF8,A3Y2A,9,fluorine,A,3,Y,1,A,F,8,3,fluorine-6,6
AsClF8,A3Y2A,9,fluorine,A,3,Y,1,A,F,8,3,fluorine-7,7
AsClF8,A3Y2A,9,fluorine,A,3,Y,1,A,F,8,3,fluorine-8,8
KNO2,P1Z6P,7,nitrogen,P,1,Z,2,P,N,1,2,nitrogen-1,1
Cl2MoO2,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,2,1,chlorine-1,1
Cl2MoO2,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,2,1,chlorine-2,2
MnTlCl3,T12Z1L,25,manganese,T,12,Z,1,L,Mn,1,1,manganese-1,1
MnPO4,T12Z1L,25,manganese,T,12,Z,1,L,Mn,1,1,manganese-1,1
TlAgSe,B15Y4R,81,thallium,B,15,Y,4,R,Tl,1,1,thallium-1,1
YCuAs2,V2Y4V,39,yttrium,V,2,Y,4,V,Y,1,1,yttrium-1,1
K2AgI3,T12Z2L,53,iodine,T,12,Z,2,L,I,3,3,iodine-1,1
K2AgI3,T12Z2L,53,iodine,T,12,Z,2,L,I,3,3,iodine-2,2
K2AgI3,T12Z2L,53,iodine,T,12,Z,2,L,I,3,3,iodine-3,3
CrKO,A3Y2A,24,chromium,A,3,Y,2,A,Cr,1,1,chromium-1,1
FeSnF6,A3Y2A,26,iron,A,3,Y,2,A,Fe,1,1,iron-1,1
ScCuO2,T14Y1L,21,scandium,T,14,Y,1,L,Sc,1,1,scandium-1,1
NbAlO4,B10Z1R,41,niobium,B,10,Z,1,R,Nb,1,1,niobium-1,1
FeSeCl7,T11Z1R,26,iron,T,11,Z,1,R,Fe,1,1,iron-1,1
TiFeGe,W4Z2W,22,titanium,W,4,Z,2,W,Ti,1,1,titanium-1,1
CsAlF4,P1Z6P,9,fluorine,P,1,Z,2,P,F,4,3,fluorine-1,1
CsAlF4,P1Z6P,9,fluorine,P,1,Z,2,P,F,4,3,fluorine-2,2
CsAlF4,P1Z6P,9,fluorine,P,1,Z,2,P,F,4,3,fluorine-3,3
CsAlF4,P1Z6P,9,fluorine,P,1,Z,2,P,F,4,3,fluorine-4,4
ZrGeIr,B13Z3L,77,iridium,B,13,Z,3,L,Ir,1,3,iridium-1,1
MnSnO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,3,oxygen-1,1
MnSnO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,3,oxygen-2,2
MnSnO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,3,oxygen-3,3
Li2InIr,V3Y6V,77,iridium,V,3,Y,6,V,Ir,1,3,iridium-1,1
SbOsSe,B13Z3L,76,osmium,B,13,Z,3,L,Os,1,2,osmium-1,1
YGeIr,A3Y4A,39,yttrium,A,3,Y,4,A,Y,1,1,yttrium-1,1
PPbS3,B10Z3R,82,lead,B,10,Z,3,R,Pb,1,2,lead-1,1
ZrCoSb,T11Z1R,40,zirconium,T,11,Z,1,R,Zr,1,1,zirconium-1,1
KCrF3,T14Y1L,24,chromium,T,14,Y,1,L,Cr,1,2,chromium-1,1
FeSnF6,T14Y1L,50,tin,T,14,Y,2,L,Sn,1,2,tin-1,1
YGaPt,T12Z2L,31,gallium,T,12,Z,2,L,Ga,1,2,gallium-1,1
K2SiAs2,V3Y2V,19,potassium,V,3,Y,2,V,K,2,1,potassium-1,1
K2SiAs2,V3Y2V,19,potassium,V,3,Y,2,V,K,2,1,potassium-2,2
Ta2SnO6,T14Y3L,73,tantalum,T,14,Y,3,L,Ta,2,1,tantalum-1,1
Ta2SnO6,T14Y3L,73,tantalum,T,14,Y,3,L,Ta,2,1,tantalum-2,2
Na4SnS4,A2Y4A,50,tin,A,2,Y,4,A,Sn,1,2,tin-1,1
PdPbO2,B17Z1R,46,palladium,B,17,Z,1,R,Pd,1,1,palladium-1,1
CdSnF6,V3Y4V,48,cadmium,V,3,Y,4,V,Cd,1,1,cadmium-1,1
K2PtBr4,B7Y2R,19,potassium,B,7,Y,2,R,K,2,1,potassium-1,1
K2PtBr4,B7Y2R,19,potassium,B,7,Y,2,R,K,2,1,potassium-2,2
AgPO,T14Y1L,47,silver,T,14,Y,2,L,Ag,1,1,silver-1,1
PbPSe3,T12Z3L,82,lead,T,12,Z,3,L,Pb,1,1,lead-1,1
YSnPd,B10Z1R,46,palladium,B,10,Z,1,R,Pd,1,3,palladium-1,1
Sn2OF2,V3Y4V,50,tin,V,3,Y,4,V,Sn,2,1,tin-1,1
Sn2OF2,V3Y4V,50,tin,V,3,Y,4,V,Sn,2,1,tin-2,2
SbOsSe,B15Y2R,34,selenium,B,15,Y,2,R,Se,1,3,selenium-1,1
RbNaO,B3Y1R,8,oxygen,B,3,Y,1,R,O,1,3,oxygen-1,1
ReHgO4,B10Z3R,75,rhenium,B,10,Z,3,R,Re,1,1,rhenium-1,1
MnCrF5,B13Z1L,24,chromium,B,13,Z,1,L,Cr,1,2,chromium-1,1
YInCu4,V2Y4V,49,indium,V,2,Y,4,V,In,1,2,indium-1,1
Bi2SeO2,T16Z1L,34,selenium,T,16,Z,1,L,Se,1,2,selenium-1,1
SrSbAu,B13Z2L,51,antimony,B,13,Z,2,L,Sb,1,2,antimony-1,1
In2FeS4,T12Z1L,26,iron,T,12,Z,1,L,Fe,1,2,iron-1,1
MgCoGe,B17Z1R,32,germanium,B,17,Z,1,R,Ge,1,3,germanium-1,1
GeOW,T16Z1L,32,germanium,T,16,Z,1,L,Ge,1,1,germanium-1,1
CsBiF6,T9X6L,55,caesium,T,9,X,6,L,Cs,1,1,caesium-1,1
Rb2SiAs2,B17Z1R,33,arsenic,B,17,Z,1,R,As,2,3,arsenic-1,1
Rb2SiAs2,B17Z1R,33,arsenic,B,17,Z,1,R,As,2,3,arsenic-2,2
RbMnBr3,T6Y4L,37,rubidium,T,6,Y,4,L,Rb,1,1,rubidium-1,1
CsAlTe3,A2Y6A,55,caesium,A,2,Y,6,A,Cs,1,1,caesium-1,1
NaSO4,C5Z2C,11,sodium,C,5,Z,2,C,Na,1,1,sodium-1,1
Sn2OF2,A2Y4A,50,tin,A,2,Y,4,A,Sn,2,1,tin-1,1
Sn2OF2,A2Y4A,50,tin,A,2,Y,4,A,Sn,2,1,tin-2,2
YSiRh2,T6Y2L,14,silicon,T,6,Y,2,L,Si,1,2,silicon-1,1
CsOW,P1Z6P,8,oxygen,P,1,Z,2,P,O,1,2,oxygen-1,1
K2PtBr6,T16Z2L,78,platinum,T,16,Z,2,L,Pt,1,2,platinum-1,1
TiGeTe6,B10Z2R,32,germanium,B,10,Z,2,R,Ge,1,2,germanium-1,1
Ba2CdTe3,V3Y4V,52,tellurium,V,3,Y,4,V,Te,3,3,tellurium-1,1
Ba2CdTe3,V3Y4V,52,tellurium,V,3,Y,4,V,Te,3,3,tellurium-2,2
Ba2CdTe3,V3Y4V,52,tellurium,V,3,Y,4,V,Te,3,3,tellurium-3,3
NaNiF3,T2Y1L,9,fluorine,T,2,Y,1,L,F,3,3,fluorine-1,1
NaNiF3,T2Y1L,9,fluorine,T,2,Y,1,L,F,3,3,fluorine-2,2
NaNiF3,T2Y1L,9,fluorine,T,2,Y,1,L,F,3,3,fluorine-3,3
BaPIr,A3Y6A,56,barium,A,3,Y,6,A,Ba,1,1,barium-1,1
SrCuSn2,T12Z2L,29,copper,T,12,Z,2,L,Cu,1,2,copper-1,1
ZrTlCdF7,B13Z2L,48,cadmium,B,13,Z,2,L,Cd,1,3,cadmium-1,1
CoSeO4,P1Z6P,8,oxygen,P,1,Z,2,P,O,4,3,oxygen-1,1
CoSeO4,P1Z6P,8,oxygen,P,1,Z,2,P,O,4,3,oxygen-2,2
CoSeO4,P1Z6P,8,oxygen,P,1,Z,2,P,O,4,3,oxygen-3,3
CoSeO4,P1Z6P,8,oxygen,P,1,Z,2,P,O,4,3,oxygen-4,4
MnGaGe,B13Z2L,31,gallium,B,13,Z,2,L,Ga,1,2,gallium-1,1
SrTeO4,P1Z6P,8,oxygen,P,1,Z,2,P,O,4,3,oxygen-1,1
SrTeO4,P1Z6P,8,oxygen,P,1,Z,2,P,O,4,3,oxygen-2,2
SrTeO4,P1Z6P,8,oxygen,P,1,Z,2,P,O,4,3,oxygen-3,3
SrTeO4,P1Z6P,8,oxygen,P,1,Z,2,P,O,4,3,oxygen-4,4
Mn2ZnAs2,B10Z2R,33,arsenic,B,10,Z,2,R,As,2,3,arsenic-1,1
Mn2ZnAs2,B10Z2R,33,arsenic,B,10,Z,2,R,As,2,3,arsenic-2,2
VNiP,T9X1L,15,phosphorus,T,9,X,2,L,P,1,3,phosphorus-1,1
SrBiO2I,B10Z3R,83,bismuth,B,10,Z,3,R,Bi,1,2,bismuth-1,1
BaZnBi2,T14Y1L,30,zinc,T,14,Y,2,L,Zn,1,2,zinc-1,1
KAuBr4,B17Z2R,79,gold,B,17,Z,2,R,Au,1,2,gold-1,1
SrBiO2I,B13Z5L,83,bismuth,B,13,Z,5,L,Bi,1,2,bismuth-1,1
ZrSiO4,A3Y2A,14,silicon,A,3,Y,2,A,Si,1,2,silicon-1,1
ZrTiAs,E5Z2E,22,titanium,E,5,Z,2,E,Ti,1,2,titanium-1,1
KRhF6,T12Z1L,45,rhodium,T,12,Z,1,L,Rh,1,2,rhodium-1,1
RbGeBr3,B10Z2R,35,bromine,B,10,Z,2,R,Br,3,3,bromine-1,1
RbGeBr3,B10Z2R,35,bromine,B,10,Z,2,R,Br,3,3,bromine-2,2
RbGeBr3,B10Z2R,35,bromine,B,10,Z,2,R,Br,3,3,bromine-3,3
FeSnF6,T11Z2R,50,tin,T,11,Z,2,R,Sn,1,2,tin-1,1
ScSiRh,V3Y2V,21,scandium,V,3,Y,2,V,Sc,1,1,scandium-1,1
RbAuO2,T2Y1L,8,oxygen,T,2,Y,1,L,O,2,3,oxygen-1,1
RbAuO2,T2Y1L,8,oxygen,T,2,Y,1,L,O,2,3,oxygen-2,2
HIO4,B3Y1R,8,oxygen,B,3,Y,1,R,O,4,3,oxygen-1,1
HIO4,B3Y1R,8,oxygen,B,3,Y,1,R,O,4,3,oxygen-2,2
HIO4,B3Y1R,8,oxygen,B,3,Y,1,R,O,4,3,oxygen-3,3
HIO4,B3Y1R,8,oxygen,B,3,Y,1,R,O,4,3,oxygen-4,4
ZrCrSi,T12Z1L,24,chromium,T,12,Z,1,L,Cr,1,2,chromium-1,1
